schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_name	analysis_population	cells_ad	cells_nci	donors_ad	donors_nci	tested_genes	paper_degs	latent_vars	min_pct	logfc_threshold	design_rank	design_columns	model_status	message
yu_mast_model_diagnostics_v2	immune	1	immune::CAMs::AD_vs_NCI__Female__e2	CAMs	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	23	85	6	12	4213	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	2	immune::CAMs::AD_vs_NCI__Female__e33	CAMs	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	185	255	29	38	4381	1	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	3	immune::CAMs::AD_vs_NCI__Female__e4	CAMs	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	139	65	24	11	4232	2	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	4	immune::CAMs::AD_vs_NCI__Male__e2	CAMs	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	45	1	5	1	0	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	NA	NA	not_estimable	seurat_min_cells_group_not_met:min_cells_group=3,arms=NCI(1)
yu_mast_model_diagnostics_v2	immune	5	immune::CAMs::AD_vs_NCI__Male__e33	CAMs	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	119	397	24	50	4037	13	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	6	immune::CAMs::AD_vs_NCI__Male__e4	CAMs	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	137	65	22	9	4492	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	7	immune::Mic MKI67::AD_vs_NCI__Female__e2	Mic MKI67	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	16	8	5	3	9155	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	8	immune::Mic MKI67::AD_vs_NCI__Female__e33	Mic MKI67	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	62	120	13	23	8126	7	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	9	immune::Mic MKI67::AD_vs_NCI__Female__e4	Mic MKI67	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	54	45	8	8	7665	9	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	10	immune::Mic MKI67::AD_vs_NCI__Male__e2	Mic MKI67	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	2	9	2	3	0	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	NA	NA	not_estimable	seurat_min_cells_group_not_met:min_cells_group=3,arms=AD(2)
yu_mast_model_diagnostics_v2	immune	11	immune::Mic MKI67::AD_vs_NCI__Male__e33	Mic MKI67	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	52	120	12	20	6878	1	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	12	immune::Mic MKI67::AD_vs_NCI__Male__e4	Mic MKI67	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	29	7	9	4	8404	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	13	immune::Mic P2RY12::AD_vs_NCI__Female__e2	Mic P2RY12	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	1012	2370	8	17	4654	398	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	14	immune::Mic P2RY12::AD_vs_NCI__Female__e33	Mic P2RY12	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	6469	8698	37	45	5145	97	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	15	immune::Mic P2RY12::AD_vs_NCI__Female__e4	Mic P2RY12	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	5261	2621	26	11	5385	316	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	16	immune::Mic P2RY12::AD_vs_NCI__Male__e2	Mic P2RY12	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	1175	390	7	6	4337	1405	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	17	immune::Mic P2RY12::AD_vs_NCI__Male__e33	Mic P2RY12	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	4009	11074	29	52	4705	164	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	18	immune::Mic P2RY12::AD_vs_NCI__Male__e4	Mic P2RY12	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	4158	1439	27	10	4966	377	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	19	immune::Mic TPT1::AD_vs_NCI__Female__e2	Mic TPT1	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	71	176	7	16	5604	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	20	immune::Mic TPT1::AD_vs_NCI__Female__e33	Mic TPT1	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	537	869	33	43	5685	41	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	21	immune::Mic TPT1::AD_vs_NCI__Female__e4	Mic TPT1	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	339	171	24	10	5761	66	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	22	immune::Mic TPT1::AD_vs_NCI__Male__e2	Mic TPT1	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	34	21	6	4	4586	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	23	immune::Mic TPT1::AD_vs_NCI__Male__e33	Mic TPT1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	237	494	25	45	5309	59	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	24	immune::Mic TPT1::AD_vs_NCI__Male__e4	Mic TPT1	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	217	283	24	8	5751	95	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	25	immune::T cells::AD_vs_NCI__Female__e2	T cells	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	38	83	7	14	4632	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	26	immune::T cells::AD_vs_NCI__Female__e33	T cells	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	236	310	30	37	4758	27	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	27	immune::T cells::AD_vs_NCI__Female__e4	T cells	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	112	78	23	11	4705	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	28	immune::T cells::AD_vs_NCI__Male__e2	T cells	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	33	6	6	3	5221	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	29	immune::T cells::AD_vs_NCI__Male__e33	T cells	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	176	392	24	50	3934	18	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	immune	30	immune::T cells::AD_vs_NCI__Male__e4	T cells	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	169	107	24	10	4389	16	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
