schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_family	contrast_name	analysis_population	manifest_modeling_status	terminal_status	genes_returned	paper_degs	cells_ad	cells_nci	donors_ad	donors_nci	message
yu_mast_contrast_status_v2	inhibitory	1	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e2	Inh ALCAM TRPM3	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	10495	74	132	451	8	15	
yu_mast_contrast_status_v2	inhibitory	2	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e33	Inh ALCAM TRPM3	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10624	60	939	1309	36	45	
yu_mast_contrast_status_v2	inhibitory	3	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e4	Inh ALCAM TRPM3	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10315	7	605	329	24	11	
yu_mast_contrast_status_v2	inhibitory	4	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Male__e2	Inh ALCAM TRPM3	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	10209	108	155	106	7	5	
yu_mast_contrast_status_v2	inhibitory	5	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Male__e33	Inh ALCAM TRPM3	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10138	97	712	1792	27	51	
yu_mast_contrast_status_v2	inhibitory	6	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Male__e4	Inh ALCAM TRPM3	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10023	60	683	270	26	10	
yu_mast_contrast_status_v2	inhibitory	7	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e2	Inh CUX2 MSR1	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	7644	19	142	967	8	16	
yu_mast_contrast_status_v2	inhibitory	8	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e33	Inh CUX2 MSR1	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	7390	30	1801	3417	35	45	
yu_mast_contrast_status_v2	inhibitory	9	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e4	Inh CUX2 MSR1	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	7565	177	1105	666	26	11	
yu_mast_contrast_status_v2	inhibitory	10	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e2	Inh CUX2 MSR1	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	8202	2399	342	322	7	6	
yu_mast_contrast_status_v2	inhibitory	11	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e33	Inh CUX2 MSR1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	7784	34	1592	5009	26	51	
yu_mast_contrast_status_v2	inhibitory	12	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e4	Inh CUX2 MSR1	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	6780	71	1387	534	27	10	
yu_mast_contrast_status_v2	inhibitory	13	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e2	Inh ENOX2 SPHKAP	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	9295	3	119	524	8	16	
yu_mast_contrast_status_v2	inhibitory	14	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e33	Inh ENOX2 SPHKAP	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	8634	42	1059	1545	35	45	
yu_mast_contrast_status_v2	inhibitory	15	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e4	Inh ENOX2 SPHKAP	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	8676	5	552	423	24	11	
yu_mast_contrast_status_v2	inhibitory	16	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e2	Inh ENOX2 SPHKAP	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	9946	278	196	198	7	6	
yu_mast_contrast_status_v2	inhibitory	17	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e33	Inh ENOX2 SPHKAP	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	8619	25	700	2076	27	52	
yu_mast_contrast_status_v2	inhibitory	18	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e4	Inh ENOX2 SPHKAP	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	8218	26	711	240	25	10	
yu_mast_contrast_status_v2	inhibitory	19	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e2	Inh FBN2 EPB41L4A	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	10907	1	95	216	8	15	
yu_mast_contrast_status_v2	inhibitory	20	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e33	Inh FBN2 EPB41L4A	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10601	40	786	797	37	45	
yu_mast_contrast_status_v2	inhibitory	21	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e4	Inh FBN2 EPB41L4A	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10620	10	395	239	24	11	
yu_mast_contrast_status_v2	inhibitory	22	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e2	Inh FBN2 EPB41L4A	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	11054	3	125	101	7	6	
yu_mast_contrast_status_v2	inhibitory	23	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e33	Inh FBN2 EPB41L4A	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10235	122	412	986	27	52	
yu_mast_contrast_status_v2	inhibitory	24	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e4	Inh FBN2 EPB41L4A	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10431	7	395	145	26	10	
yu_mast_contrast_status_v2	inhibitory	25	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e2	Inh GPC5 RIT2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	10884	0	65	186	8	16	
yu_mast_contrast_status_v2	inhibitory	26	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e33	Inh GPC5 RIT2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10283	9	505	659	35	45	
yu_mast_contrast_status_v2	inhibitory	27	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e4	Inh GPC5 RIT2	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10731	5	289	161	25	11	
yu_mast_contrast_status_v2	inhibitory	28	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e2	Inh GPC5 RIT2	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	11279	0	50	77	5	5	
yu_mast_contrast_status_v2	inhibitory	29	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e33	Inh GPC5 RIT2	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10030	1	297	748	26	52	
yu_mast_contrast_status_v2	inhibitory	30	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e4	Inh GPC5 RIT2	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10498	0	260	94	26	10	
yu_mast_contrast_status_v2	inhibitory	31	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e2	Inh L1 PAX6 CA4	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	9092	1	62	180	8	15	
yu_mast_contrast_status_v2	inhibitory	32	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e33	Inh L1 PAX6 CA4	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	8998	2	436	650	36	44	
yu_mast_contrast_status_v2	inhibitory	33	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e4	Inh L1 PAX6 CA4	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	8576	0	294	224	23	11	
yu_mast_contrast_status_v2	inhibitory	34	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Male__e2	Inh L1 PAX6 CA4	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	8656	0	71	65	6	4	
yu_mast_contrast_status_v2	inhibitory	35	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Male__e33	Inh L1 PAX6 CA4	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	8828	0	320	853	25	49	
yu_mast_contrast_status_v2	inhibitory	36	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Male__e4	Inh L1 PAX6 CA4	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	7944	0	250	116	24	10	
yu_mast_contrast_status_v2	inhibitory	37	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e2	Inh L1-2 PAX6 SCGN	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	12491	0	19	59	5	13	
yu_mast_contrast_status_v2	inhibitory	38	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e33	Inh L1-2 PAX6 SCGN	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	11099	1	141	206	33	40	
yu_mast_contrast_status_v2	inhibitory	39	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e4	Inh L1-2 PAX6 SCGN	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	11181	0	104	59	22	10	
yu_mast_contrast_status_v2	inhibitory	40	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e2	Inh L1-2 PAX6 SCGN	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	11314	0	34	13	6	4	
yu_mast_contrast_status_v2	inhibitory	41	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e33	Inh L1-2 PAX6 SCGN	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10868	0	97	254	23	49	
yu_mast_contrast_status_v2	inhibitory	42	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e4	Inh L1-2 PAX6 SCGN	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	11061	1	106	39	23	9	
yu_mast_contrast_status_v2	inhibitory	43	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e2	Inh L1-6 LAMP5 CA13	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	10582	53	173	621	8	16	
yu_mast_contrast_status_v2	inhibitory	44	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	Inh L1-6 LAMP5 CA13	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10323	186	1540	1741	37	45	
yu_mast_contrast_status_v2	inhibitory	45	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	Inh L1-6 LAMP5 CA13	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10413	160	941	505	26	11	
yu_mast_contrast_status_v2	inhibitory	46	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	Inh L1-6 LAMP5 CA13	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	10621	139	265	220	7	6	
yu_mast_contrast_status_v2	inhibitory	47	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e33	Inh L1-6 LAMP5 CA13	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10188	130	924	2302	27	53	
yu_mast_contrast_status_v2	inhibitory	48	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	Inh L1-6 LAMP5 CA13	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	9874	87	892	335	26	10	
yu_mast_contrast_status_v2	inhibitory	49	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e2	Inh L3-5 SST MAFB	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	7932	28	168	916	8	16	
yu_mast_contrast_status_v2	inhibitory	50	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	Inh L3-5 SST MAFB	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	7614	90	1924	3338	35	45	
yu_mast_contrast_status_v2	inhibitory	51	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	Inh L3-5 SST MAFB	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	7610	190	1075	850	25	11	
yu_mast_contrast_status_v2	inhibitory	52	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	Inh L3-5 SST MAFB	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	8917	2014	364	292	7	6	
yu_mast_contrast_status_v2	inhibitory	53	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e33	Inh L3-5 SST MAFB	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	7854	37	1276	4114	27	52	
yu_mast_contrast_status_v2	inhibitory	54	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e4	Inh L3-5 SST MAFB	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	6685	89	1267	410	26	10	
yu_mast_contrast_status_v2	inhibitory	55	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e2	Inh L5-6 PVALB STON2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	11000	1	68	205	8	16	
yu_mast_contrast_status_v2	inhibitory	56	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	Inh L5-6 PVALB STON2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10505	20	568	685	32	45	
yu_mast_contrast_status_v2	inhibitory	57	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	Inh L5-6 PVALB STON2	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10930	13	323	175	22	11	
yu_mast_contrast_status_v2	inhibitory	58	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e2	Inh L5-6 PVALB STON2	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	11163	9	76	90	5	5	
yu_mast_contrast_status_v2	inhibitory	59	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e33	Inh L5-6 PVALB STON2	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10426	11	304	767	26	52	
yu_mast_contrast_status_v2	inhibitory	60	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e4	Inh L5-6 PVALB STON2	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10562	2	302	105	26	10	
yu_mast_contrast_status_v2	inhibitory	61	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e2	Inh L5-6 SST TH	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	11089	2	59	164	8	16	
yu_mast_contrast_status_v2	inhibitory	62	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e33	Inh L5-6 SST TH	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10309	14	405	590	35	45	
yu_mast_contrast_status_v2	inhibitory	63	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e4	Inh L5-6 SST TH	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10398	2	280	201	24	11	
yu_mast_contrast_status_v2	inhibitory	64	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e2	Inh L5-6 SST TH	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	11119	13	70	63	6	5	
yu_mast_contrast_status_v2	inhibitory	65	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e33	Inh L5-6 SST TH	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10119	0	269	704	26	52	
yu_mast_contrast_status_v2	inhibitory	66	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e4	Inh L5-6 SST TH	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10244	2	238	86	23	10	
yu_mast_contrast_status_v2	inhibitory	67	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e2	Inh L6 SST NPY	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	11358	0	15	32	7	13	
yu_mast_contrast_status_v2	inhibitory	68	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e33	Inh L6 SST NPY	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10997	0	128	189	30	42	
yu_mast_contrast_status_v2	inhibitory	69	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e4	Inh L6 SST NPY	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10858	0	85	51	20	10	
yu_mast_contrast_status_v2	inhibitory	70	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e2	Inh L6 SST NPY	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	10986	0	25	16	7	4	
yu_mast_contrast_status_v2	inhibitory	71	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e33	Inh L6 SST NPY	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10274	164	122	222	20	46	
yu_mast_contrast_status_v2	inhibitory	72	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e4	Inh L6 SST NPY	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10770	0	82	23	24	8	
yu_mast_contrast_status_v2	inhibitory	73	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e2	Inh LAMP5 NRG1 (Rosehip)	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	9593	110	299	965	8	17	
yu_mast_contrast_status_v2	inhibitory	74	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33	Inh LAMP5 NRG1 (Rosehip)	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	9583	81	2462	3211	37	45	
